Año,Precio al Cierre de 12 Meses,-------,Valor de Inversión (USD),Unidades Compradas,Valor Cripto,ROI,ROI en USD,------,Valor de Inversión (USD)2,Unidades Compradas2,Valor Cripto2,ROI2,ROI en USD2,Cryptocurrency
2021,264.02,,12000,38.98,10291.5,-14.24,-1708.5,,0,0.0,0.0,0.0,0.0,Aave
2022,52.57,,12000,132.84,6983.4,-41.81,-5016.6,,0,0.0,0.0,0.0,0.0,Aave
2023,67.44,,8000,112.51,7587.67,-5.15,-412.33,,0,0.0,0.0,0.0,0.0,Aave
